regime,time,max_abs_u_x,max_abs_u_xx,spectral_max_abs_u_x,spectral_max_abs_u_xx
smooth,0.07400000000000005,0.5183226405388732,0.5022971250265005,0.5183808936944706,0.5023230711230566
smooth,0.07600000000000005,0.5188370569368875,0.5024418189043847,0.5188955487283144,0.502467766462937
smooth,0.07800000000000006,0.5193524457598315,0.5025830730790057,0.5194111773717297,0.5026090205470078
smooth,0.08000000000000006,0.5198688096138296,0.5027208845356412,0.5199277822376738,0.502746830360692
smooth,0.08200000000000006,0.5203861511137072,0.502889277468537,0.5204453659478316,0.5029155343689093
smooth,0.08400000000000006,0.5209044728830241,0.5030698602206213,0.5209639311326852,0.5030961227681465
smooth,0.08600000000000006,0.521423777554108,0.503247030408765,0.521483480431509,0.503273297045881
smooth,0.08800000000000006,0.5219440677680874,0.5034207838465444,0.5220040164924475,0.5034470530119247
smooth,0.09000000000000007,0.5224653461749269,0.5035911164621719,0.5225255419724932,0.503617386591559
smooth,0.09200000000000007,0.522987615433459,0.5037580242996018,0.5230480595375835,0.5037842938283411
smooth,0.09400000000000007,0.5235108782114192,0.50393888046053,0.5235715718626042,0.5039655108736033
smooth,0.09600000000000007,0.5240351371854803,0.5041488434456424,0.5240960816313929,0.504175480728786
smooth,0.09800000000000007,0.524560395041286,0.5043554179382426,0.5246215915368349,0.5043820605207906
smooth,0.10000000000000007,0.5250866544734856,0.5045585988119662,0.5251481042808579,0.5045852451188432
smooth,0.10200000000000008,0.5256139181857686,0.5047583810531492,0.5256756225744872,0.5047850295067133
smooth,0.10400000000000008,0.5261421888908988,0.5049547597616582,0.5262041491378591,0.5049814087812762
smooth,0.10600000000000008,0.5266714693107502,0.5051477301510737,0.5267336867002657,0.5051743781541992
smooth,0.10800000000000008,0.5272017621763406,0.5053852927073614,0.5272642380001965,0.5054123623257799
smooth,0.11000000000000008,0.5277330702278676,0.5056216963095611,0.527795805785365,0.505648772590766
smooth,0.11200000000000009,0.5282653962147439,0.5058547329429762,0.5283283928127701,0.5058818142967926
smooth,0.11400000000000009,0.5287987428956319,0.5060843966495789,0.5288620018486797,0.5061114814833234
smooth,0.11600000000000009,0.5293331130384796,0.5063106815825674,0.529396635668727,0.5063377683001187
smooth,0.11800000000000009,0.5298685094205566,0.5065335820064585,0.5299322970578704,0.506560669005206
smooth,0.12000000000000009,0.5304049348284897,0.5067784649497863,0.530468988810528,0.5068060271966721
smooth,0.1220000000000001,0.5309423920582981,0.507045183623345,0.5310067137305434,0.5070727540783756
smooth,0.1240000000000001,0.5314808839154305,0.5073085657391737,0.5315454746312288,0.5073361427937538
smooth,0.12600000000000008,0.5320204132148011,0.5075686043920231,0.5320852743354256,0.507596186435024
smooth,0.12800000000000009,0.5325609827808255,0.5078252927846454,0.5326261156755211,0.5078528782005031
smooth,0.1300000000000001,0.5331025954474579,0.5080786242290839,0.5331680014935044,0.5081062113968426
smooth,0.1320000000000001,0.533645254058227,0.5083285921463042,0.5337109346409826,0.5083561794435594
smooth,0.1340000000000001,0.5341889614662734,0.5086250779633904,0.5342549179792364,0.5086532061861372
smooth,0.1360000000000001,0.5347337205343865,0.5089193577609432,0.5347999543792282,0.5089474943168628
smooth,0.1380000000000001,0.5352795341350414,0.509210327594093,0.5353460467216832,0.5092384708508728
smooth,0.1400000000000001,0.5358264051504361,0.5094979797120126,0.5358931978970943,0.5095261280319282
smooth,0.1420000000000001,0.5363743364725295,0.5097823064701248,0.5364414108057843,0.5098104582124029
smooth,0.1440000000000001,0.5369233310030783,0.5100633003298262,0.5369906883578978,0.5100914538494795
smooth,0.1460000000000001,0.5374733916536748,0.510360423340297,0.5375410334734976,0.5103891764695347
smooth,0.1480000000000001,0.5380245213457854,0.5106862166840386,0.5380924490825649,0.5107149801164539
smooth,0.1500000000000001,0.5385767230107875,0.511008737911945,0.5386449381250583,0.5110375099923903
smooth,0.1520000000000001,0.539129999590009,0.5113279783160158,0.5391985035509277,0.5113567573846927
smooth,0.1540000000000001,0.5396843540347654,0.511643929290446,0.5397531483201725,0.5116727136821037
smooth,0.1560000000000001,0.5402397893063994,0.511956582332271,0.5403088754028956,0.5119853703773041
smooth,0.1580000000000001,0.5407963083763183,0.5122659290422886,0.540865687779297,0.5122947190662075
smooth,0.16000000000000011,0.5413539142260338,0.5126080581264348,0.5414235884397581,0.5126375198436953
smooth,0.16200000000000012,0.5419126098472009,0.5129628162684441,0.5419825803848431,0.512992288851038
smooth,0.16400000000000012,0.5424723982416562,0.5133143351790996,0.5425426666253721,0.513343816942631
smooth,0.16600000000000012,0.5430332824214574,0.513662605287406,0.5431038501824538,0.513692094540126
smooth,0.16800000000000012,0.543595265408924,0.514007617121891,0.5436661340874922,0.5140371121677033
smooth,0.17000000000000012,0.5441583502366749,0.5143493613105135,0.544229521382276,0.5143788604480266
smooth,0.17200000000000013,0.5447225399476694,0.5146878285812158,0.5447940151189848,0.5147173301020753
smooth,0.17400000000000013,0.5452878375952468,0.5150713078363481,0.5453596183602402,0.5151015571686796
smooth,0.17600000000000013,0.5458542462431661,0.5154558625792675,0.5459263341791372,0.5154861235910752
smooth,0.17800000000000013,0.546421768965647,0.5158372142428995,0.5464941656593116,0.5158674852159565
smooth,0.18000000000000013,0.5469904088474092,0.5162153523826569,0.54706311589495,0.5162456315915553
smooth,0.18200000000000013,0.5475601689837142,0.5165902666488673,0.5476331879908517,0.5166205523613512
smooth,0.18400000000000014,0.5481310524804045,0.5169619467882488,0.5482043850624445,0.5169922372688307
smooth,0.18600000000000014,0.548703062453946,0.5173326702990706,0.5487767102358719,0.5173637777317367
smooth,0.18800000000000014,0.5492762020314675,0.5177510868066879,0.5493501666479765,0.5177822087689773
smooth,0.19000000000000014,0.5498504743508031,0.518166351498756,0.5499247574463801,0.5181974862414853
smooth,0.19200000000000014,0.5504258825605333,0.5185784529534248,0.5505004857895288,0.5186095987218639
smooth,0.19400000000000014,0.5510024298200257,0.5189873798397054,0.5510773548467023,0.519018534870731
smooth,0.19600000000000015,0.5515801192994777,0.5193931209179308,0.5516553677980979,0.519424283441932
smooth,0.19800000000000015,0.5521589541799578,0.5197956650404925,0.5522345278348313,0.5198268332815547
smooth,0.20000000000000015,0.5527389376534474,0.5201981888113961,0.5528148381590113,0.5202302591619452
